id,name,nameDisplay,abv,isRetired,createDate,updateDate,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,style.ogMax,ibu,available.name,available.description,Brewery,year,style.category.description,style.category.updateDate,Average ABV,Average IBU
AEFy0R,Boomerang,Boomerang,6.7,N,2014-11-24 15:21:57,2015-12-17 20:01:45,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,Sierra Nevada Brewing Co.,,,,,
NU4qr0,Bosden,Bosden,6.8,N,2013-11-01 11:34:45,2015-12-17 06:47:10,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,"Initial low to medium malt sweetness with a degree of caramel, chocolate and/or roasted coffee flavor with a distinctive dryroasted bitterness in the finish. Coffee-like roasted barley and roasted malt aromas are prominent. Some slight roasted malt acidity is permissible and a medium- to full-bodied mouthfeel is appropriate. Hop bitterness may be moderate to high. Hop aroma and flavor is moderate to high, often with American citrus-type and/or resiny hop character. The perception of fruity esters is low. Roasted malt/barley astringency may be low but not excessive. Diacetyl (butterscotch) should be negligible or not perceived. Head retention is excellent.",35.0,60.0,5.7,8.8,40.0,40.0,1.05,1.01,1.022,2012-03-21 20:06:46,2015-04-07 15:28:43,,,,,Sierra Nevada Brewing Co.,,,,,
5lW8HD,Bourbon Barrel Aged Maillard's Odyssey,Bourbon Barrel Aged Maillard's Odyssey,9.3,N,2015-09-01 15:13:18,2020-01-16 13:26:47,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Porter,American Imperial Porter,"American-style imperial porters are black in color. No roast barley or strong burnt/astringent black malt character should be perceived. Medium malt, caramel and cocoa-like sweetness. Hop bitterness is perceived at a medium-low to medium level. Hop flavor and aroma may vary from being low to medium-high. This is a full bodied beer. Ale-like fruity esters should be evident but not overpowering and compliment hop character and malt derived sweetness. Diacetyl (butterscotch) levels should be absent.",35.0,50.0,5.5,9.5,40.0,40.0,1.08,1.02,1.03,2013-08-10 12:42:51,2015-04-07 15:49:32,1.1,,,,Sierra Nevada Brewing Co.,,,,,
hImGQV,Braupakt,Braupakt,6.0,N,2018-04-14 16:19:06,2018-04-25 19:55:52,German Origin Ales,2012-03-21 20:06:46,South German-Style Hefeweizen / Hefeweissbier,Hefeweizen,"The aroma and flavor of a Weissbier with yeast is decidedly fruity and phenolic. The phenolic characteristics are often described as clove-, nutmeg-like, mildly smoke-like or even vanilla-like. Banana-like esters should be present at low to medium-high levels. These beers are made with at least 50 percent malted wheat, and hop rates are quite low. Hop flavor and aroma are absent or present at very low levels. Weissbier is well attenuated and very highly carbonated and a medium to full bodied beer. The color is very pale to pale amber. Because yeast is present, the beer will have yeast flavor and a characteristically fuller mouthfeel and may be appropriately very cloudy. No diacetyl should be perceived.",10.0,15.0,4.9,5.5,3.0,9.0,1.047,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:29:27,,21.0,,,Sierra Nevada Brewing Co.,,,,,
KuiKeS,Breakfast At Chicos,Breakfast At Chicos,7.5,N,2014-10-03 22:09:08,2015-12-17 17:49:06,North American Origin Ales,2012-03-21 20:06:45,Specialty Stouts,Stout,"See British Origin American-Style Imperial Porter Imperial porters are very dark brown to black in color. No roast barley or strong burnt/astringent black malt character should be perceived. Medium malt, caramel and cocoa-like sweetness should be in harmony with medium-low to medium hop bitterness. This is a full bodied beer. Ale-like fruity esters should be evident but not overpowering and compliment malt derived sweetness and hop character. Hop flavor and aroma may vary from being low to medium-high. Diacetyl (butterscotch) levels should be absent.",35.0,50.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:58,,32.0,,,Sierra Nevada Brewing Co.,,,,,
9slIEB,Broken Vow,Broken Vow,,N,2015-12-15 23:50:47,2015-12-22 21:25:56,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Porter,American Imperial Porter,"American-style imperial porters are black in color. No roast barley or strong burnt/astringent black malt character should be perceived. Medium malt, caramel and cocoa-like sweetness. Hop bitterness is perceived at a medium-low to medium level. Hop flavor and aroma may vary from being low to medium-high. This is a full bodied beer. Ale-like fruity esters should be evident but not overpowering and compliment hop character and malt derived sweetness. Diacetyl (butterscotch) levels should be absent.",35.0,50.0,5.5,9.5,40.0,40.0,1.08,1.02,1.03,2013-08-10 12:42:51,2015-04-07 15:49:32,1.1,,,,Sierra Nevada Brewing Co.,,,,,
APs5oE,Brut IPA,Brut IPA,6.2,N,2019-01-31 13:36:19,2019-01-31 13:38:50,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,25.0,,,Sierra Nevada Brewing Co.,,,,,
GwYXdk,Brux,Brux,8.3,N,2012-07-15 13:13:56,2015-12-16 17:37:28,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100.0,2.5,25.0,1.0,100.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,Limited,Limited availability.,Sierra Nevada Brewing Co.,,,,,
BbrPm8,Buffalo Trace Aged Scotch Ale,Buffalo Trace Aged Scotch Ale,11.1,N,2016-10-19 19:34:12,2016-10-19 19:34:36,British Origin Ales,2012-03-21 20:06:45,Scotch Ale,Scotch Ale,"Scotch ales are overwhelmingly malty and full-bodied. Perception of hop bitterness is very low. Hop flavor and aroma are very low or nonexistent. Color ranges from deep copper to brown. The clean alcohol flavor balances the rich and dominant sweet maltiness in flavor and aroma. A caramel character is often a part of the profile. Dark roasted malt flavors and aroma may be evident at low levels. If present, fruity esters are generally at low aromatic and flavor levels. Low diacetyl levels are acceptable. Chill haze is allowable at cold temperatures. Though there is little evidence suggesting that traditionally made strong Scotch ales exhibited peat smoke character, the current marketplace offers many Scotch Ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low levels (ales with medium or higher smoke character would be considered a smoke flavored beer and considered in another category). Scotch Ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",25.0,35.0,6.2,8.0,15.0,30.0,1.072,1.016,1.028,2012-03-21 20:06:45,2015-04-07 15:21:11,,,,,Sierra Nevada Brewing Co.,,,,,
xpBGZB,CANfusion - Beer Camp Across America,CANfusion - Beer Camp Across America (2014),7.2,N,2014-05-14 12:19:08,2015-12-17 13:29:30,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,"Rye beers can be made using either ale or lager yeast. It should be brewed with at least 20 percent rye malt, and low to medium perception of hop bitterness. Hop aroma and flavor can be low to medium-high. These are often versions of classic styles that contain noticeable rye character in balance with other qualities of the beer. A spicy, fruity-estery aroma and flavor are typical but at low levels; however, phenolic, clove-like characteristics should not be perceived. Color is straw to amber, and the body should be light to medium in character. Diacetyl should not be perceived. If this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma. A low level of tannin derived astringency may be perceived. If this style is served with yeast, the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of rye and barley malt and hops. Darker versions of this style will be dark amber to dark brown, and the body should be light to medium in character. Roasted malts are optionally evident in aroma and flavor with a low level of roast malt astringency acceptable when appropriately balanced with malt sweetness. Roast malts may be evident as a cocoa/chocolate or caramel character. Aromatic toffee-like, caramel, or biscuit-like characters may be part of the overall flavor/aroma profile. As in the lighter colored versions, diacetyl should not be perceived. Competition directors may create specific styles of rye beer, such as Rye Pale Ale or Rye Brown Ale. A statement by the brewer indicating if the beer is based on a classic style is essential for accurate judging.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,,45.0,Limited,Limited availability.,Sierra Nevada Brewing Co.,2014.0,,,,
80tC1T,Cask-Aid,Cask-Aid,5.5,N,2012-01-03 02:42:57,2018-11-02 15:48:09,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100.0,2.5,25.0,1.0,100.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,,,Sierra Nevada Brewing Co.,,,,,
KY5gtZ,Celebration Ale,Celebration Ale,6.8,N,2012-01-03 02:42:58,2018-06-12 19:18:08,North American Origin Ales,2012-03-21 20:06:45,"Fresh ""Wet"" Hop Ale",Wet Hop Ale,"Any style of ale can be made into a fresh hop or wet hop version. These ales are hopped predominantly with fresh (newly harvested and kilned) and/or undried (“wet”) hops. These beers will exhibit especially aromas and flavors of green, almost chlorophyll-like or other fresh hop characters, in harmony with the characters of the base style of the beer. These beers may be aged and enjoyed after the initial “fresh-hop” character diminishes. Unique character from “aged” fresh hop beers may emerge, but they have yet to be defined.",,,,,,,,,,2012-03-21 20:06:45,2015-04-07 15:25:25,,65.0,Seasonal,"Available at the same time of year, every year.",Sierra Nevada Brewing Co.,,,,,
PLnqH7,Celebration Ale,Celebration Ale (1992),,N,2012-01-03 02:42:58,2019-02-21 17:15:59,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,Sierra Nevada Brewing Co.,1992.0,,,,
v5a7l8,Celebrator Beer News,Celebrator Beer News,9.3,N,2013-01-20 22:54:05,2015-12-17 00:20:41,North American Origin Ales,2012-03-21 20:06:45,American-Style Strong Pale Ale,American Strong Pale,"American strong pale ales range from deep golden to copper in color. The style is characterized by floral and citrus-like American-variety hops used to produce high hop bitterness, flavor, and aroma. Note that floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character is the perceived end, but may be a result of the skillful use of hops of other national origins. American strong pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruityester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",40.0,50.0,5.5,6.3,6.0,14.0,1.05,1.008,1.016,2012-03-21 20:06:45,2015-04-07 15:26:32,,,,,Sierra Nevada Brewing Co.,,,,,
LkfL1Y,Cherry Chocolate Stout,Cherry Chocolate Stout,8.5,N,2017-09-07 14:59:46,2017-09-07 14:59:46,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,Limited,Limited availability.,Sierra Nevada Brewing Co.,,,,,
Z10a03,Chico King - Beer Camp Across America,Chico King - Beer Camp Across America (2014),6.5,N,2014-05-06 16:01:37,2018-06-12 19:29:31,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,45.0,Limited,Limited availability.,Sierra Nevada Brewing Co.,2014.0,,,,
dnUKxu,Chocolate Chili Stout - High Altitude Series,Chocolate Chili Stout - High Altitude Series,8.8,N,2016-03-14 18:11:33,2016-03-14 18:11:33,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50.0,80.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,,,,Sierra Nevada Brewing Co.,,,,,
oEiXJV,Christmas Jam,Christmas Jam,4.2,N,2013-11-13 01:52:22,2015-12-17 07:19:40,Hybrid/mixed Beer,2012-03-21 20:06:46,Session Beer,Session,Any style of beer can be made lower in strength than described in the classic style guidelines. The goal should be to reach a balance between the style's character and the lower alcohol content. Drinkability is a character in the overall balance of these beers. Beers in this category must not exceed 4.1% alcohol by weight (5.1% alcohol by volume).,10.0,30.0,4.0,5.1,2.0,2.0,1.034,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:42:20,,,Seasonal,"Available at the same time of year, every year.",Sierra Nevada Brewing Co.,,,,,
3dsDxX,Clean Sweep,Clean Sweep,3.5,N,2013-09-03 14:13:50,2015-12-17 05:42:32,North American Origin Ales,2012-03-21 20:06:45,Golden or Blonde Ale,Blonde,"Golden or Blonde ales are straw to golden blonde in color. They have a crisp, dry palate, light to medium body, and light malt sweetness. Low to medium hop aroma may be present but does not dominate. Bitterness is low to medium. Fruity esters may be perceived but do not predominate. Diacetyl should not be perceived. Chill haze should be absent.",15.0,25.0,4.0,5.0,3.0,7.0,1.045,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:27:26,,,,,Sierra Nevada Brewing Co.,,,,,
mXym9s,Coffee Stout,Coffee Stout,6.2,N,2014-11-24 15:30:52,2016-06-01 01:59:04,North American Origin Ales,2012-03-21 20:06:45,Specialty Stouts,Stout,"See British Origin American-Style Imperial Porter Imperial porters are very dark brown to black in color. No roast barley or strong burnt/astringent black malt character should be perceived. Medium malt, caramel and cocoa-like sweetness should be in harmony with medium-low to medium hop bitterness. This is a full bodied beer. Ale-like fruity esters should be evident but not overpowering and compliment malt derived sweetness and hop character. Hop flavor and aroma may vary from being low to medium-high. Diacetyl (butterscotch) levels should be absent.",35.0,50.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:58,,,,,Sierra Nevada Brewing Co.,,,,,
XVWs1B,Dark Wheat,Dark Wheat,,N,2012-01-03 02:43:03,2012-03-22 13:04:54,North American Lager,2012-03-21 20:06:46,American-Style Premium Lager,American Premium Lager,"This style has low malt (and adjunct) sweetness, is medium bodied, and should contain no or a low percentage (less than 25%) of adjuncts. Color may be light straw to golden. Alcohol content and bitterness may also be greater. Hop aroma and flavor is low or negligible. Light fruity esters are acceptable. Chill haze and diacetyl should be absent. Note: Some beers marketed as ""premium"" (based on price) may not fit this definition.",6.0,15.0,4.3,5.0,2.0,6.0,1.044,1.01,1.014,2012-03-21 20:06:46,2015-04-07 15:40:04,,,,,Sierra Nevada Brewing Co.,,,,,
4nRKTH,DevESTATEtion,DevESTATEtion,6.7,N,2013-08-05 23:03:08,2015-12-17 04:36:19,North American Origin Ales,2012-03-21 20:06:45,American-Style Black Ale,Black Ale,"American-style Black Ales are very dark to black and perceived to have medium high to high hop bitterness, flavor and aroma with medium-high alcohol content, balanced with a medium body. Fruity, floral and herbal character from hops of all origins may contribute character. The style is further characterized by a balanced and moderate degree of caramel malt and dark roasted malt flavor and aroma. High astringency and high degree of burnt roast malt character should be absent.",50.0,70.0,6.0,7.5,35.0,35.0,1.056,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:28:36,,67.0,Seasonal,"Available at the same time of year, every year.",Sierra Nevada Brewing Co.,,,,,
0I5b84,Double DeBOCKel,Double DeBOCKel,9.4,N,2014-07-17 21:24:37,2014-10-10 20:08:32,European-germanic Lager,2012-03-21 20:06:46,German-Style Doppelbock,Doppelbock,"Malty sweetness is dominant but should not be cloying. Malt character is more reminiscent of fresh and lightly toasted Munich- style malt, more so than caramel or toffee malt character. Some elements of caramel and toffee can be evident and contribute to complexity, but the predominant malt character is an expression of toasted barley malt. Doppelbocks are full bodied and deep amber to dark brown in color. Astringency from roast malts is absent. Alcoholic strength is high, and hop rates increase with gravity. Hop bitterness and flavor should be low and hop aroma absent. Fruity esters are commonly perceived but at low to moderate levels. Diacetyl should be absent",17.0,27.0,6.5,8.0,12.0,30.0,1.074,1.014,1.02,2012-03-21 20:06:46,2015-04-07 15:39:08,,,,,Sierra Nevada Brewing Co.,,,,,
LVSSPk,Double Latte - Beer Camp Across America,Double Latte - Beer Camp Across America (2014),7.6,Y,2014-05-14 12:18:32,2018-11-02 02:13:07,British Origin Ales,2012-03-21 20:06:45,Sweet or Cream Stout,Sweet Stout,"Sweet stouts, also referred to as cream stouts, have less roasted bitter flavor and a full-bodied mouthfeel. The style can be given more body with milk sugar (lactose) before bottling. Malt sweetness, chocolate, and caramel flavor should dominate the flavor profile and contribute to the aroma. Hops should balance and suppress some of the sweetness without contributing apparent flavor or aroma. The overall impression should be sweet and full-bodied.",15.0,25.0,3.0,6.0,40.0,40.0,1.045,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:24:41,,60.0,Not Available,Beer is not currently available.,Sierra Nevada Brewing Co.,2014.0,,,,
4GgbWG,Draught-Style Pale Ale,Draught-Style Pale Ale,5.0,N,2018-02-23 16:08:45,2018-02-23 16:10:04,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,36.0,,,Sierra Nevada Brewing Co.,,,,,
vzcxNZ,Dunkelweizen,Dunkelweizen,5.5,N,2014-08-27 19:26:20,2014-08-27 19:26:20,German Origin Ales,2012-03-21 20:06:46,South German-Style Dunkel Weizen / Dunkel Weissbier,Dunkelweizen,"This beer style is characterized by a distinct sweet maltiness and a chocolate-like character from roasted malt. Estery and phenolic elements of this Weissbier should be evident but subdued. Color can range from copper-brown to dark brown. Dunkel Weissbier is well attenuated and very highly carbonated, and hop bitterness is low. Hop flavor and aroma are absent. Usually dark barley malts are used in conjunction with dark cara or color malts, and the percentage of wheat malt is at least 50 percent. If this is served with yeast, the beer may be appropriately very cloudy. No diacetyl should be perceived.",10.0,15.0,4.8,5.4,10.0,19.0,1.048,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:30:09,,,,,Sierra Nevada Brewing Co.,,,,,
hKT9uI,Dunkelweizen Bock,Dunkelweizen Bock,7.2,N,2016-10-23 20:17:07,2016-10-23 20:17:07,German Origin Ales,2012-03-21 20:06:46,South German-Style Weizenbock / Weissbock,Weizenbock,"This style can be either pale or dark (golden to dark brown in color) and has a high starting gravity and alcohol content. The malty sweetness of a Weizenbock is balanced with a clove-like phenolic and fruity-estery banana element to produce a wellrounded aroma and flavor. As is true with all German wheat beers, hop bitterness is low and carbonation is high. Hop flavor and aroma are absent. It has a medium to full body. If dark, a mild roast malt character should emerge in flavor and to a lesser degree in the aroma. If this is served with yeast the beer may be appropriately very cloudy. No diacetyl should be perceived.",15.0,35.0,6.9,9.3,5.0,30.0,1.0659999999999998,1.016,1.028,2012-03-21 20:06:46,2015-04-07 15:30:15,,,,,Sierra Nevada Brewing Co.,,,,,
nvaDvZ,Eagle Rare Barrel Aged Scotch Ale,Eagle Rare Barrel Aged Scotch Ale,11.3,N,2016-10-19 19:36:01,2016-10-19 19:36:01,British Origin Ales,2012-03-21 20:06:45,Scotch Ale,Scotch Ale,"Scotch ales are overwhelmingly malty and full-bodied. Perception of hop bitterness is very low. Hop flavor and aroma are very low or nonexistent. Color ranges from deep copper to brown. The clean alcohol flavor balances the rich and dominant sweet maltiness in flavor and aroma. A caramel character is often a part of the profile. Dark roasted malt flavors and aroma may be evident at low levels. If present, fruity esters are generally at low aromatic and flavor levels. Low diacetyl levels are acceptable. Chill haze is allowable at cold temperatures. Though there is little evidence suggesting that traditionally made strong Scotch ales exhibited peat smoke character, the current marketplace offers many Scotch Ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low levels (ales with medium or higher smoke character would be considered a smoke flavored beer and considered in another category). Scotch Ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",25.0,35.0,6.2,8.0,15.0,30.0,1.072,1.016,1.028,2012-03-21 20:06:45,2015-04-07 15:21:11,,,,,Sierra Nevada Brewing Co.,,,,,
AC98pm,Earth Day EPA,Earth Day EPA,5.2,N,2012-01-03 02:43:08,2015-12-16 10:33:48,British Origin Ales,2012-03-21 20:06:45,Extra Special Bitter,ESB,"Extra special bitter possesses medium to strong hop aroma, flavor, and bitterness. The residual malt and defining sweetness of this richly flavored, full-bodied bitter is more pronounced than in other styles of bitter. It is light amber to copper colored with medium to medium-high bitterness. Mild carbonation traditionally characterizes draft-cask versions, but in bottled versions, a slight increase in carbon dioxide content is acceptable. Fruity-ester character is acceptable in aroma and flavor. Diacetyl (butterscotch character) is acceptable and characteristic when at very low levels. The absence of diacetyl is also acceptable. Chill haze is allowable at cold temperatures. English or American hops may be used. (English and American hop character may be specified in subcategories.)",30.0,45.0,4.8,5.8,8.0,14.0,1.046,1.01,1.016,2012-03-21 20:06:45,2015-04-07 15:19:20,,,,,Sierra Nevada Brewing Co.,,,,,
PSRi4b,Electric Ray,Electric Ray,8.5,N,2014-08-25 21:09:55,2015-12-17 16:17:23,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,70.0,,,Sierra Nevada Brewing Co.,,,,,
jBjeGJ,Electric Ray - Beer Camp Across America,Electric Ray - Beer Camp Across America (2014),8.5,N,2014-05-14 12:17:54,2018-06-12 19:27:15,North American Lager,2012-03-21 20:06:46,American-Style Premium Lager,American Premium Lager,"This style has low malt (and adjunct) sweetness, is medium bodied, and should contain no or a low percentage (less than 25%) of adjuncts. Color may be light straw to golden. Alcohol content and bitterness may also be greater. Hop aroma and flavor is low or negligible. Light fruity esters are acceptable. Chill haze and diacetyl should be absent. Note: Some beers marketed as ""premium"" (based on price) may not fit this definition.",6.0,15.0,4.3,5.0,2.0,6.0,1.044,1.01,1.014,2012-03-21 20:06:46,2015-04-07 15:40:04,,70.0,Limited,Limited availability.,Sierra Nevada Brewing Co.,2014.0,,,,
