id,name,nameDisplay,abv,ibu,availableId,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,available.id,available.name,available.description,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,style.ogMax,year
UFPFnA,Fusion 36: London Confusion,Fusion 36: London Confusion,6.5,,,2,N,verified,Verified,2016-03-18 18:14:16,2016-03-18 18:14:16,,,,,,,,,,2,1,1,British Origin Ales,2012-03-21 20:06:45,English-Style India Pale Ale,English IPA,"Most traditional interpretations of English-style India pale ales are characterized by medium-high hop bitterness with a medium to medium-high alcohol content. Hops from a variety of origins may be used to contribute to a high hopping rate. Earthy and herbal English-variety hop character is the perceived end, but may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer, sometimes with subtle and balanced character of sulfur compounds. This pale gold to deep copper-colored ale has a medium to high, flowery hop aroma and may have a medium to strong hop flavor (in addition to the hop bitterness). English-style India pale ales possess medium maltiness and body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill haze is allowable at cold temperatures. Hops of other origins may be used for bitterness or approximating traditional English character.",35,63,5,7,6,14,1.05,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:18:33,,
GNtxMV,Fusion 39,Fusion 39,5.5,,,25,N,verified,Verified,2016-10-19 12:34:54,2016-10-19 12:34:54,,,,,,,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,
dTCluj,Fusion 40,Fusion 40,8.5,,,31,N,verified,Verified,2016-09-05 13:15:58,2016-09-05 13:15:58,,,,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,
yZruL5,Fusion 48,Fusion 48,8.3,,,30,N,verified,Verified,2018-04-13 19:33:45,2018-04-13 19:33:45,,,,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
vLTky5,Fusion 49,Fusion 49,6.5,,,30,N,verified,Verified,2018-06-11 12:52:53,2018-06-11 12:52:53,,,,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
b65A4y,Fusion 9,Fusion 9,5.5,,4.0,31,N,verified,Verified,2012-08-08 15:20:57,2016-05-09 15:41:36,,,,,,,4.0,Seasonal,"Available at the same time of year, every year.",31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,
VFG5pL,GnarlyWine,GnarlyWine,10.6,,4.0,34,N,verified,Verified,2012-01-03 02:43:16,2015-12-16 05:35:25,https://brewerydb-images.s3.amazonaws.com/beer/VFG5pL/upload_W9eABi-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/VFG5pL/upload_W9eABi-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/VFG5pL/upload_W9eABi-large.png,https://brewerydb-images.s3.amazonaws.com/beer/VFG5pL/upload_W9eABi-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/VFG5pL/upload_W9eABi-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/VFG5pL/upload_W9eABi-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,
wJ9ull,Gravenstime,Gravenstime,4.6,,,164,N,verified,Verified,2015-10-12 15:18:38,2015-12-18 05:20:26,https://brewerydb-images.s3.amazonaws.com/beer/wJ9ull/upload_oe03Aw-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/wJ9ull/upload_oe03Aw-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/wJ9ull/upload_oe03Aw-large.png,https://brewerydb-images.s3.amazonaws.com/beer/wJ9ull/upload_oe03Aw-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/wJ9ull/upload_oe03Aw-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/wJ9ull/upload_oe03Aw-contentAwareLarge.png,,,,164,3,3,North American Origin Ales,2012-03-21 20:06:45,Session India Pale Ale,Session IPA,"Session India Pale Ales are gold to copper. Chill haze is allowable at cold temperatures and hop haze is allowable at any temperature. Fruity-ester aroma is light to moderate. Hop aroma is medium to high with qualities from a wide variety of hops from all over the world. Low to medium maltiness is present. Hop flavor is strong, characterized by flavors from a wide variety of hops. Hop bitterness is medium to high. Fruity-ester flavors are low to moderate. Diacetyl is absent or at very low levels. Body is low to medium.",,,,,,,,,,2015-04-07 17:07:27,,,
tuyIzW,Hazy Memory,Hazy Memory,7.7,,,172,N,verified,Verified,2018-09-15 12:24:51,2018-09-15 12:25:11,https://brewerydb-images.s3.amazonaws.com/beer/tuyIzW/upload_jkXuSG-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/tuyIzW/upload_jkXuSG-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/tuyIzW/upload_jkXuSG-large.png,https://brewerydb-images.s3.amazonaws.com/beer/tuyIzW/upload_jkXuSG-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/tuyIzW/upload_jkXuSG-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/tuyIzW/upload_jkXuSG-contentAwareLarge.png,,,,172,3,3,North American Origin Ales,2012-03-21 20:06:45,Juicy or Hazy India Pale Ale,Juicy or Hazy IPA,"Color: Straw to deep gold

Clarity: Low to very high degree of cloudiness is typical of these beers. Starch, yeast, hop, protein and/or other compounds contribute to a wide range of hazy appearance within this category.

Perceived Malt Aroma & Flavor: Low to low-medium malt aroma and flavor may be present

Perceived Hop Aroma & Flavor: Medium-high to very high hop aroma and flavor are present, with attributes typical of hops from any origin

Perceived Bitterness: Medium-low to medium

Fermentation Characteristics: Low to medium fruity-estery aroma and ﬂavor may be present, but are usually overwhelmed by hop fruitiness. Diacetyl should not be perceived.

Body: Medium-low to medium-high. Perceived silky or full mouthfeel may contribute to overall flavor profile.

Additional notes: Grist may include a small amount of oat, wheat or other adjuncts to promote haziness. Descriptors such as “juicy” are often used to describe the taste and aroma hop-derived attributes present in these beers.",50,70,6.3,7.5,4,7,1.06,1.008,1.016,2018-08-16 14:03:57,,1.07,
IDxKzR,High West-ified Imperial Coffee Stout,High West-ified Imperial Coffee Stout,12.2,,2.0,43,N,verified,Verified,2015-03-27 02:04:49,2016-12-12 13:36:28,https://brewerydb-images.s3.amazonaws.com/beer/IDxKzR/upload_f7W2iM-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/IDxKzR/upload_f7W2iM-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/IDxKzR/upload_f7W2iM-large.png,https://brewerydb-images.s3.amazonaws.com/beer/IDxKzR/upload_f7W2iM-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/IDxKzR/upload_f7W2iM-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/IDxKzR/upload_f7W2iM-contentAwareLarge.png,2.0,Limited,Limited availability.,43,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,
YUaX19,Holiday Ale,Holiday Ale (2011),7.6,63.21,2.0,125,N,verified,Verified,2012-01-03 02:43:23,2019-02-22 20:03:26,https://brewerydb-images.s3.amazonaws.com/beer/YUaX19/upload_6GPxQL-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/YUaX19/upload_6GPxQL-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/YUaX19/upload_6GPxQL-large.png,https://brewerydb-images.s3.amazonaws.com/beer/YUaX19/upload_6GPxQL-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/YUaX19/upload_6GPxQL-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/YUaX19/upload_6GPxQL-contentAwareLarge.png,2.0,Limited,Limited availability.,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,2011.0
9UUKMj,Holiday Leftovers Ale,Holiday Leftovers Ale,7.6,63.21,2.0,125,N,verified,Verified,2012-01-03 02:43:23,2015-12-16 14:49:31,https://brewerydb-images.s3.amazonaws.com/beer/9UUKMj/upload_sc9izK-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/9UUKMj/upload_sc9izK-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/9UUKMj/upload_sc9izK-large.png,https://brewerydb-images.s3.amazonaws.com/beer/9UUKMj/upload_sc9izK-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/9UUKMj/upload_sc9izK-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/9UUKMj/upload_sc9izK-contentAwareLarge.png,2.0,Limited,Limited availability.,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,
ff8BdZ,Hop N/A Hopper Refresher,Hop N/A Hopper Refresher,0,,,125,N,verified,Verified,2019-10-22 12:00:44,2019-10-22 12:00:44,,,,,,,,,,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,
Pni8Jo,Hop Stoopid,Hop Stoopid,8,102,1.0,31,N,verified,Verified,2012-01-03 02:43:25,2017-01-09 19:37:41,https://brewerydb-images.s3.amazonaws.com/beer/Pni8Jo/upload_D931Ka-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Pni8Jo/upload_D931Ka-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Pni8Jo/upload_D931Ka-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Pni8Jo/upload_D931Ka-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Pni8Jo/upload_D931Ka-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Pni8Jo/upload_D931Ka-contentAwareLarge.png,1.0,Year Round,Available year round as a staple beer.,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,
RmfJhU,Hoppy Refresher,Hoppy Refresher,0,,,139,N,verified,Verified,2020-03-25 10:28:58,2020-03-25 10:28:58,,,,,,,,,,139,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Non-Alcoholic (Beer) Malt Beverages,Non-Alcoholic,Non-alcoholic (NA) malt beverages should emulate the character of a previously listed category/subcategory designation but without the alcohol (less than 0.5 percent). Non-alcoholic (beer) malt beverages will inherently have a profile lacking the complexity and balance of flavors which can be attributed to alcohol. They should accordingly not be assessed negatively for reasons related to the absence of alcohol.,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:47:18,,
bp7TkJ,HotSide Sour Mashed DayTime,HotSide Sour Mashed DayTime,4.65,,,170,N,verified,Verified,2015-08-16 12:57:38,2015-08-16 12:57:38,,,,,,,,,,170,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Wild Beer,Wild Beer,"Wild Beers are any range of color. These beers may be clear or hazy due to yeast, chill haze or hop haze. Aromas may vary tremendously due to fermentation characters contributed by various known and unknown microorganisms. The overall balance should be complex and balanced. Hop aroma very low to high. Usually because of a high degree of attenuation in these beers, malt character is very low to low. If there are exceptions that are malty, the overall balance of complexity of other characters should be in harmony. Hop flavor very low to high. Hop bitterness is perceived at varying levels depending on the overall balance, but usually perceived as very low to low. Wild beers are ""spontaneously"" fermented with microorganisms that the brewer has introduced from the ambient air/environment in the vicinity of the brewery in which the beer is brewed. Wild beers may not be fermented with any cultured strains of yeast or bacteria. Wild beer may or may not be perceived as acidic. It may include a wildly variable spectrum of flavors and aromas derived from the wild microorganisms with which it was fermented. The overall balance of flavors, aromas, appearance and body is an important factor in assessing these beers. Body is very low to medium. Spontaneously fermented beers with fruit, spice or other ingredients would be appropriately entered as Wild Beer. For purposes of competition, entries which could be appropriately entered in an existing classic or traditional category such as Belgian-Style Lambic, Gueuze, Fruit Lambic, etc. should be entered in that category and not entered as a Wild Beer.",,,,,,,,,,2015-04-07 17:21:44,,,
AdHXWs,Imperial Pils,Imperial Pils,8.6,57,4.0,98,N,verified,Verified,2015-10-05 20:51:31,2016-07-07 19:25:29,https://brewerydb-images.s3.amazonaws.com/beer/AdHXWs/upload_4G5EIj-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/AdHXWs/upload_4G5EIj-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/AdHXWs/upload_4G5EIj-large.png,https://brewerydb-images.s3.amazonaws.com/beer/AdHXWs/upload_4G5EIj-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/AdHXWs/upload_4G5EIj-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/AdHXWs/upload_4G5EIj-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",98,8,8,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25,40,5,6,3,6,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,,
htbWwF,Imperial Red Ale,Imperial Red Ale,7.8,84,4.0,32,N,verified,Verified,2012-02-03 13:06:50,2015-12-16 15:34:33,https://brewerydb-images.s3.amazonaws.com/beer/htbWwF/upload_YWY7ya-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/htbWwF/upload_YWY7ya-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/htbWwF/upload_YWY7ya-large.png,https://brewerydb-images.s3.amazonaws.com/beer/htbWwF/upload_YWY7ya-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/htbWwF/upload_YWY7ya-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/htbWwF/upload_YWY7ya-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,
INJWpy,Imperial Stout,Imperial Stout,9.9,72.45,1.0,42,N,verified,Verified,2012-01-03 02:43:28,2015-12-15 21:24:54,https://brewerydb-images.s3.amazonaws.com/beer/INJWpy/upload_BSNVef-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/INJWpy/upload_BSNVef-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/INJWpy/upload_BSNVef-large.png,https://brewerydb-images.s3.amazonaws.com/beer/INJWpy/upload_BSNVef-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/INJWpy/upload_BSNVef-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/INJWpy/upload_BSNVef-contentAwareLarge.png,1.0,Year Round,Available year round as a staple beer.,42,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,"Initial low to medium malt sweetness with a degree of caramel, chocolate and/or roasted coffee flavor with a distinctive dryroasted bitterness in the finish. Coffee-like roasted barley and roasted malt aromas are prominent. Some slight roasted malt acidity is permissible and a medium- to full-bodied mouthfeel is appropriate. Hop bitterness may be moderate to high. Hop aroma and flavor is moderate to high, often with American citrus-type and/or resiny hop character. The perception of fruity esters is low. Roasted malt/barley astringency may be low but not excessive. Diacetyl (butterscotch) should be negligible or not perceived. Head retention is excellent.",35,60,5.7,8.8,40,40,1.05,1.01,1.022,2012-03-21 20:06:46,2015-04-07 15:28:43,,
oC1Ux4,Imperial Stout (Fudge And Sickle),Imperial Stout (Fudge And Sickle),9.9,15,,43,N,verified,Verified,2018-02-15 14:22:45,2018-02-15 14:22:45,,,,,,,,,,43,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,
OIKxkJ,Kill Ugly Radio,Kill Ugly Radio,7.8,,,30,N,verified,Verified,2018-04-30 00:12:13,2018-05-24 15:19:53,,,,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
dWISHQ,Lagunator,Lagunator,7.9,42.2,5.0,93,N,verified,Verified,2017-06-01 20:39:19,2017-06-01 20:41:09,https://brewerydb-images.s3.amazonaws.com/beer/dWISHQ/upload_rTz3Ap-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/dWISHQ/upload_rTz3Ap-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/dWISHQ/upload_rTz3Ap-large.png,https://brewerydb-images.s3.amazonaws.com/beer/dWISHQ/upload_rTz3Ap-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/dWISHQ/upload_rTz3Ap-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/dWISHQ/upload_rTz3Ap-contentAwareLarge.png,5.0,Spring,Available during the spring months.,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,,
