id,name,nameDisplay,abv,ibu,availableId,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,available.id,available.name,available.description,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,style.ogMax,year
NnBsYK,Samuel Adams Coastal Wheat,Samuel Adams Coastal Wheat,5.4,8,1.0,48,N,verified,Verified,2012-01-03 02:44:09,2015-12-15 22:43:42,https://brewerydb-images.s3.amazonaws.com/beer/NnBsYK/upload_UVD95g-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/NnBsYK/upload_UVD95g-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/NnBsYK/upload_UVD95g-large.png,https://brewerydb-images.s3.amazonaws.com/beer/NnBsYK/upload_UVD95g-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/NnBsYK/upload_UVD95g-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/NnBsYK/upload_UVD95g-contentAwareLarge.png,1.0,Year Round,Available year round as a staple beer.,48,4,4,German Origin Ales,2012-03-21 20:06:46,South German-Style Hefeweizen / Hefeweissbier,Hefeweizen,"The aroma and flavor of a Weissbier with yeast is decidedly fruity and phenolic. The phenolic characteristics are often described as clove-, nutmeg-like, mildly smoke-like or even vanilla-like. Banana-like esters should be present at low to medium-high levels. These beers are made with at least 50 percent malted wheat, and hop rates are quite low. Hop flavor and aroma are absent or present at very low levels. Weissbier is well attenuated and very highly carbonated and a medium to full bodied beer. The color is very pale to pale amber. Because yeast is present, the beer will have yeast flavor and a characteristically fuller mouthfeel and may be appropriately very cloudy. No diacetyl should be perceived.",10,15,4.9,5.5,3,9,1.047,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:29:27,,
Yk0NTO,Samuel Adams Coffee Black Lager,Samuel Adams Coffee Black Lager,4.9,19,,123,N,verified,Verified,2018-02-12 21:14:49,2018-02-12 21:40:05,https://brewerydb-images.s3.amazonaws.com/beer/Yk0NTO/upload_lHe3ac-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Yk0NTO/upload_lHe3ac-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Yk0NTO/upload_lHe3ac-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Yk0NTO/upload_lHe3ac-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Yk0NTO/upload_lHe3ac-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Yk0NTO/upload_lHe3ac-contentAwareLarge.png,,,,123,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Coffee-Flavored Beer,Coffee Beer,"Coffee beers use coffee in any of its forms other than or in addition to hops to create a distinct (ranging from subtle to intense) character. Under hopping allows coffee to contribute to the flavor profile while not becoming excessively bitter. If this beer is a classic style with coffee flavor, the brewer should specify the classic style.",15,40,2.5,12,8,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:40,,
nzMetP,Samuel Adams Coffee Pale Ale,Samuel Adams Coffee Pale Ale,5.5,20,,25,N,verified,Verified,2018-10-20 13:16:29,2018-10-20 13:17:28,https://brewerydb-images.s3.amazonaws.com/beer/nzMetP/upload_l4NXea-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/nzMetP/upload_l4NXea-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/nzMetP/upload_l4NXea-large.png,https://brewerydb-images.s3.amazonaws.com/beer/nzMetP/upload_l4NXea-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/nzMetP/upload_l4NXea-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/nzMetP/upload_l4NXea-contentAwareLarge.png,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,
9pFgAc,Samuel Adams Cranberry Lambic,Samuel Adams Cranberry Lambic,5.9,10,4.0,68,N,verified,Verified,2012-01-03 02:44:09,2015-12-15 23:39:22,https://brewerydb-images.s3.amazonaws.com/beer/9pFgAc/upload_NcGY16-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/9pFgAc/upload_NcGY16-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/9pFgAc/upload_NcGY16-large.png,https://brewerydb-images.s3.amazonaws.com/beer/9pFgAc/upload_NcGY16-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/9pFgAc/upload_NcGY16-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/9pFgAc/upload_NcGY16-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",68,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Fruit Lambic,Fruit Lambic,"These beers, also known by the names framboise, kriek, peche, cassis, etc., are characterized by fruit flavors and aromas. The color reflects the choice of fruit. Sourness is an important part of the flavor profile, though sweetness may compromise the intensity. These flavored lambic beers may be very dry or mildly sweet and range from a dry to a full-bodied mouthfeel. Characteristic horsey, goaty, leathery and phenolic character evolved from Brettanomyces yeast is often present at moderate levels. Vanillin and other woody flavors should not be evident. Versions of this beer made outside of the Brussels area of Belgium cannot be true lambics. These versions are said to be ""lambic-style"" and may be made to resemble many of the beers of true origin. Historically, traditional lambics are dry and completely attenuated, exhibiting no residual sweetness either from malt, sugar, fruit or artificial sweeteners. Some versions often have a degree of sweetness, contributed by fruit sugars, other sugars or artificial sweeteners. Competition organizers may choose to subcategorize this style into A) Traditional and B) Sweet.  Artificial sweeteners are sometimes used in some brands.",15,21,5.6,8.6,,,1.04,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:32:47,,
ryNU0A,Samuel Adams Cream Stout,Samuel Adams Cream Stout,4.9,28,1.0,20,N,verified,Verified,2012-01-03 02:44:09,2015-12-18 14:53:11,https://brewerydb-images.s3.amazonaws.com/beer/ryNU0A/upload_nwpxta-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/ryNU0A/upload_nwpxta-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/ryNU0A/upload_nwpxta-large.png,https://brewerydb-images.s3.amazonaws.com/beer/ryNU0A/upload_nwpxta-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/ryNU0A/upload_nwpxta-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/ryNU0A/upload_nwpxta-contentAwareLarge.png,1.0,Year Round,Available year round as a staple beer.,20,1,1,British Origin Ales,2012-03-21 20:06:45,Sweet or Cream Stout,Sweet Stout,"Sweet stouts, also referred to as cream stouts, have less roasted bitter flavor and a full-bodied mouthfeel. The style can be given more body with milk sugar (lactose) before bottling. Malt sweetness, chocolate, and caramel flavor should dominate the flavor profile and contribute to the aroma. Hops should balance and suppress some of the sweetness without contributing apparent flavor or aroma. The overall impression should be sweet and full-bodied.",15,25,3,6,40,40,1.045,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:24:41,,
9jVWoi,Samuel Adams Dark Depths,Samuel Adams Dark Depths,7.6,55,1.0,30,N,verified,Verified,2012-09-08 18:16:44,2016-02-11 18:06:59,https://brewerydb-images.s3.amazonaws.com/beer/9jVWoi/upload_YqeTvd-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/9jVWoi/upload_YqeTvd-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/9jVWoi/upload_YqeTvd-large.png,https://brewerydb-images.s3.amazonaws.com/beer/9jVWoi/upload_YqeTvd-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/9jVWoi/upload_YqeTvd-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/9jVWoi/upload_YqeTvd-contentAwareLarge.png,1.0,Year Round,Available year round as a staple beer.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
bOSrnv,Samuel Adams Double Bock,Samuel Adams Double Bock,9.5,25,1.0,88,N,verified,Verified,2012-01-03 02:44:09,2016-11-29 14:34:11,https://brewerydb-images.s3.amazonaws.com/beer/bOSrnv/upload_Ow5cWp-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/bOSrnv/upload_Ow5cWp-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/bOSrnv/upload_Ow5cWp-large.png,https://brewerydb-images.s3.amazonaws.com/beer/bOSrnv/upload_Ow5cWp-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/bOSrnv/upload_Ow5cWp-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/bOSrnv/upload_Ow5cWp-contentAwareLarge.png,1.0,Year Round,Available year round as a staple beer.,88,7,7,European-germanic Lager,2012-03-21 20:06:46,Traditional German-Style Bock,Bock,"Traditional bocks are made with all malt and are strong, malty, medium- to full-bodied, bottom-fermented beers with moderate hop bitterness that should increase proportionately with the starting gravity. Malt character should be a balance of sweetness and toasted/nut-like malt; not caramel. Hop flavor should be low and hop aroma should be very low. Bocks can range in color from deep copper to dark brown. Fruity esters should be minimal. Diacetyl should be absent.",20,30,6.3,7.5,20,30,1.066,1.018,1.024,2012-03-21 20:06:46,2015-04-07 15:38:54,,
21EI3F,Samuel Adams Dunkelweizen,Samuel Adams Dunkelweizen,5.1,13,4.0,52,N,verified,Verified,2012-01-03 02:44:09,2015-12-16 07:12:15,https://brewerydb-images.s3.amazonaws.com/beer/21EI3F/upload_rsaDej-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/21EI3F/upload_rsaDej-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/21EI3F/upload_rsaDej-large.png,https://brewerydb-images.s3.amazonaws.com/beer/21EI3F/upload_rsaDej-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/21EI3F/upload_rsaDej-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/21EI3F/upload_rsaDej-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",52,4,4,German Origin Ales,2012-03-21 20:06:46,South German-Style Dunkel Weizen / Dunkel Weissbier,Dunkelweizen,"This beer style is characterized by a distinct sweet maltiness and a chocolate-like character from roasted malt. Estery and phenolic elements of this Weissbier should be evident but subdued. Color can range from copper-brown to dark brown. Dunkel Weissbier is well attenuated and very highly carbonated, and hop bitterness is low. Hop flavor and aroma are absent. Usually dark barley malts are used in conjunction with dark cara or color malts, and the percentage of wheat malt is at least 50 percent. If this is served with yeast, the beer may be appropriately very cloudy. No diacetyl should be perceived.",10,15,4.8,5.4,10,19,1.048,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:30:09,,
UWdhqs,Samuel Adams East-West Kölsch,Samuel Adams East-West Kölsch,5,15,4.0,45,N,verified,Verified,2012-06-10 15:18:17,2015-12-16 16:14:43,https://brewerydb-images.s3.amazonaws.com/beer/UWdhqs/upload_mhEZOQ-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/UWdhqs/upload_mhEZOQ-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/UWdhqs/upload_mhEZOQ-large.png,https://brewerydb-images.s3.amazonaws.com/beer/UWdhqs/upload_mhEZOQ-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/UWdhqs/upload_mhEZOQ-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/UWdhqs/upload_mhEZOQ-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",45,4,4,German Origin Ales,2012-03-21 20:06:46,German-Style Kölsch / Köln-Style Kölsch,Kölsch,"Kölsch is warm fermented and aged at cold temperatures (German ale or alt-style beer). Kölsch is characterized by a golden to straw color and a slightly dry, subtly sweet softness on the palate, yet crisp. Good, dense head retention is desirable. Light pearapple-Riesling wine-like fruitiness may be apparent, but is not necessary for this style. Caramel character should not be evident. The body is light to medium-light. This beer has low hop flavor and aroma with medium bitterness. Wheat can be used in brewing this beer. Ale yeast is used for fermentation, though lager yeast is sometimes used in the bottle or final cold conditioning process. Fruity esters should be minimally perceived, if at all. Chill haze should be absent.",18,25,4.8,5.3,4,6,1.042,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:29:04,,
YQudSg,Samuel Adams Golden Ale,Samuel Adams Golden Ale,5,12,,36,N,verified,Verified,2018-05-23 14:22:39,2018-05-23 20:26:05,,,,,,,,,,36,3,3,North American Origin Ales,2012-03-21 20:06:45,Golden or Blonde Ale,Blonde,"Golden or Blonde ales are straw to golden blonde in color. They have a crisp, dry palate, light to medium body, and light malt sweetness. Low to medium hop aroma may be present but does not dominate. Bitterness is low to medium. Fruity esters may be perceived but do not predominate. Diacetyl should not be perceived. Chill haze should be absent.",15,25,4,5,3,7,1.045,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:27:26,,
09m7XP,Samuel Adams Golden Pilsner,Samuel Adams Golden Pilsner,,,,98,N,verified,Verified,2012-01-03 02:44:09,2015-12-15 23:34:09,https://brewerydb-images.s3.amazonaws.com/beer/09m7XP/upload_vnrjT1-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/09m7XP/upload_vnrjT1-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/09m7XP/upload_vnrjT1-large.png,https://brewerydb-images.s3.amazonaws.com/beer/09m7XP/upload_vnrjT1-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/09m7XP/upload_vnrjT1-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/09m7XP/upload_vnrjT1-contentAwareLarge.png,,,,98,8,8,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25,40,5,6,3,6,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,,
7XWG22,Samuel Adams Golden Yuzu,Samuel Adams Golden Yuzu,4.3,16,,61,N,verified,Verified,2014-06-17 19:18:11,2015-12-17 13:44:01,https://brewerydb-images.s3.amazonaws.com/beer/7XWG22/upload_rXzzXW-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/7XWG22/upload_rXzzXW-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/7XWG22/upload_rXzzXW-large.png,https://brewerydb-images.s3.amazonaws.com/beer/7XWG22/upload_rXzzXW-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/7XWG22/upload_rXzzXW-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/7XWG22/upload_rXzzXW-contentAwareLarge.png,,,,61,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,"Belgian-style blond ales are characterized by low yet evident hop bitterness, flavor, and sometimes aroma. Light to medium body and low malt aroma with a sweet, spiced and a low to medium fruity-ester character orchestrated in flavor and aroma. Sugar may be used to lighten perceived body. They are blonde to golden in color. Noble-type hops are commonly used. Low levels of phenolic spiciness from yeast byproducts may be perceived. Diacetyl should not be perceived. Acidic character should not be present. Chill haze is allowable at cold temperatures.",15,30,6,7.8,4,7,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,,
qwNFQ6,Samuel Adams Got to Gose,Samuel Adams Got to Gose,4.8,15,2.0,47,N,verified,Verified,2016-05-17 15:11:42,2016-05-17 15:14:11,https://brewerydb-images.s3.amazonaws.com/beer/qwNFQ6/upload_BVcw9o-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/qwNFQ6/upload_BVcw9o-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/qwNFQ6/upload_BVcw9o-large.png,https://brewerydb-images.s3.amazonaws.com/beer/qwNFQ6/upload_BVcw9o-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/qwNFQ6/upload_BVcw9o-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/qwNFQ6/upload_BVcw9o-contentAwareLarge.png,2.0,Limited,Limited availability.,47,4,4,German Origin Ales,2012-03-21 20:06:46,Leipzig-Style Gose,Leipzig Gose,"Traditional examples of Gose are spontaneously fermented, similarly to Belgian-style gueuze/lambic beers, and should exhibit complexity of acidic, flavor and aroma contributed by introduction of wild yeast and bacteria into the fermentation. A primary difference between Belgian Gueuze and German Gose is that Gose is served at a much younger age. Gose is typically pale gold to pale amber in color and typically contains malted barley, unmalted wheat with some traditional varieties containing oats. Hop character and malt flavors and aromas are negligible. Lemony or other citrus-like qualities are often present in aroma and on the palate. Some versions may have the spicy character of added coriander in aroma and on the palate at low to medium levels. Salt (table salt) character is also traditional in low amounts. Horsey, leathery, earthy aroma and flavors contributed by Brettanomyces yeasts may be evident but have a very low profile, as this beer is not excessively aged. Modern German Gose breweries typically introduce only pure beer yeast strains for fermentation. Low to medium lactic acid character is evident in all examples as sharp, refreshing sourness. Gose is typically enjoyed fresh, carbonated, and cloudy/hazy with yeast character, and may have evidence of continued fermentation activity. Overall complexity of flavors and aromas are sought while maintaining an ideal balance between acidity, yeast-enhanced spice and refreshment is ideal.",10,15,4.4,5.4,3,9,1.036,1.008,1.012,2012-03-21 20:06:46,2015-04-07 17:09:35,,
eJyF0e,Samuel Adams Granary Saison,Samuel Adams Granary Saison,6,,,72,N,verified,Verified,2014-03-13 12:24:17,2015-12-17 11:06:12,https://brewerydb-images.s3.amazonaws.com/beer/eJyF0e/upload_Wi52WH-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/eJyF0e/upload_Wi52WH-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/eJyF0e/upload_Wi52WH-large.png,https://brewerydb-images.s3.amazonaws.com/beer/eJyF0e/upload_Wi52WH-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/eJyF0e/upload_Wi52WH-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/eJyF0e/upload_Wi52WH-contentAwareLarge.png,,,,72,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,"Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.",20,40,4.5,8.5,4,14,1.055,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:34:55,,
ImL6MP,Samuel Adams Grumpy Monk,Samuel Adams Grumpy Monk,5.7,55,4.0,59,N,verified,Verified,2012-09-08 17:47:34,2015-12-16 19:10:34,https://brewerydb-images.s3.amazonaws.com/beer/ImL6MP/upload_KEJIM3-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/ImL6MP/upload_KEJIM3-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/ImL6MP/upload_KEJIM3-large.png,https://brewerydb-images.s3.amazonaws.com/beer/ImL6MP/upload_KEJIM3-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/ImL6MP/upload_KEJIM3-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/ImL6MP/upload_KEJIM3-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",59,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Tripel,Belgian Tripel,"Tripels are often characterized by a complex, sometimes mild spicy character. Clove-like phenolic flavor and aroma may be evident at extremely low levels. Yeast-generated  fruity esters, including banana, are also common, but not necessary. These pale/light-colored ales may finish sweet, though any sweet finish should be light. The beer is characteristically medium and clean in body with an equalizing hop/malt balance and a perception of medium to medium high hop bitterness. Traditional Belgian Tripels are often well attenuated. Brewing sugar may be used to lighten the perception of body. Its sweetness will come from very pale malts. There should not be character from any roasted or dark malts. Low hop flavor is acceptable. Alcohol strength and flavor should be perceived as evident. Head retention is dense and mousse-like. Chill haze is acceptable at low serving temperatures. Traditional Tripels are bottle conditioned, may exhibit slight yeast haze but the yeast should not be intentionally roused. Oxidative character if evident in aged Tripels should be mild and pleasant.",20,45,7,10,4,9,1.07,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:31:50,,
LYai9f,Samuel Adams Hallertau Imperial Pilsner,Samuel Adams Hallertau Imperial Pilsner,8.5,,2.0,98,N,verified,Verified,2012-01-03 02:44:09,2015-12-16 03:30:26,https://brewerydb-images.s3.amazonaws.com/beer/LYai9f/upload_qjptUg-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/LYai9f/upload_qjptUg-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/LYai9f/upload_qjptUg-large.png,https://brewerydb-images.s3.amazonaws.com/beer/LYai9f/upload_qjptUg-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/LYai9f/upload_qjptUg-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/LYai9f/upload_qjptUg-contentAwareLarge.png,2.0,Limited,Limited availability.,98,8,8,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25,40,5,6,3,6,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,,
eKx6Cg,Samuel Adams Harvest Pumpkin Ale,Samuel Adams Harvest Pumpkin Ale,5.7,14,4.0,121,N,verified,Verified,2012-01-03 02:44:09,2015-12-16 06:13:38,https://brewerydb-images.s3.amazonaws.com/beer/eKx6Cg/upload_g7bDkK-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/eKx6Cg/upload_g7bDkK-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/eKx6Cg/upload_g7bDkK-large.png,https://brewerydb-images.s3.amazonaws.com/beer/eKx6Cg/upload_g7bDkK-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/eKx6Cg/upload_g7bDkK-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/eKx6Cg/upload_g7bDkK-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",121,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Pumpkin Beer,Pumpkin Beer,"Pumpkin beers are any beers using pumpkins (Cucurbito pepo) as an adjunct in either mash, kettle, primary or secondary fermentation, providing obvious (ranging from subtle to intense), yet harmonious, qualities. Pumpkin qualities should not be overpowered by hop character. These may or may not be spiced or flavored with other things. A statement by the brewer explaining the nature of the beer is essential for fair assessment in competitions. If this beer is a classic style with pumpkin, the brewer should also specify the classic style.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:28,,
3iB13J,Samuel Adams Hazel Brown,Samuel Adams Hazel Brown,5.2,20,4.0,37,N,verified,Verified,2012-08-20 16:01:42,2015-12-16 17:29:21,https://brewerydb-images.s3.amazonaws.com/beer/3iB13J/upload_rtOmu6-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/3iB13J/upload_rtOmu6-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/3iB13J/upload_rtOmu6-large.png,https://brewerydb-images.s3.amazonaws.com/beer/3iB13J/upload_rtOmu6-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/3iB13J/upload_rtOmu6-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/3iB13J/upload_rtOmu6-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",37,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,"American brown ales range from deep copper to brown in color. Roasted malt caramel-like and chocolate-like characters should be of medium intensity in both flavor and aroma. American brown ales have evident low to medium hop flavor and aroma, medium to high hop bitterness, and a medium body. Estery and fruity-ester characters should be subdued. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",25,45,4,6.4,15,26,1.04,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:27:35,,
