id,name,nameDisplay,abv,ibu,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,availableId,available.id,available.name,available.description,year,style.ogMax,locationId,location.id,location.name,location.streetAddress,location.locality,location.postalCode,location.website,location.isPrimary,location.inPlanning,location.isClosed,location.openToPublic,location.locationType,location.locationTypeDisplay,location.countryIsoCode,location.status,location.statusDisplay,location.createDate,location.updateDate,location.country.isoCode,location.country.name,location.country.displayName,location.country.isoThree,location.country.numberCode,location.country.createDate,location.extendedAddress,location.region,location.phone,location.yearOpened
uf0lXV,Stone Enjoy By 10.31.18 IPA,Stone Enjoy By 10.31.18 IPA,9.4,90,31,N,verified,Verified,2018-10-01 14:08:54,2018-10-01 14:09:16,https://brewerydb-images.s3.amazonaws.com/beer/uf0lXV/upload_r253X7-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/uf0lXV/upload_r253X7-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/uf0lXV/upload_r253X7-large.png,https://brewerydb-images.s3.amazonaws.com/beer/uf0lXV/upload_r253X7-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/uf0lXV/upload_r253X7-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/uf0lXV/upload_r253X7-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xK4rij,Stone Enjoy By 10.31.19 IPA,Stone Enjoy By 10.31.19 IPA,9.4,90,31,N,verified,Verified,2019-10-09 11:09:28,2019-10-09 11:10:16,https://brewerydb-images.s3.amazonaws.com/beer/xK4rij/upload_OnfmPY-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/xK4rij/upload_OnfmPY-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/xK4rij/upload_OnfmPY-large.png,https://brewerydb-images.s3.amazonaws.com/beer/xK4rij/upload_OnfmPY-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/xK4rij/upload_OnfmPY-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/xK4rij/upload_OnfmPY-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZWuGr1,Stone Enjoy By 4.20.18 IPA,Stone Enjoy By 4.20.18 IPA,9.4,,31,N,verified,Verified,2018-03-23 12:42:59,2018-03-23 12:58:05,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xGVObK,Stone Espresso Totalitarian,Stone Espresso Totalitarian,10.6,65,43,N,verified,Verified,2019-03-12 16:08:19,2019-05-16 19:30:42,https://brewerydb-images.s3.amazonaws.com/beer/xGVObK/upload_dRfYGk-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/xGVObK/upload_dRfYGk-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/xGVObK/upload_dRfYGk-large.png,https://brewerydb-images.s3.amazonaws.com/beer/xGVObK/upload_dRfYGk-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/xGVObK/upload_dRfYGk-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/xGVObK/upload_dRfYGk-contentAwareLarge.png,43,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V7MXvY,Stone Farking Wheaton w00tstout,Stone Farking Wheaton w00tstout,13,65,43,N,verified,Verified,2013-08-02 23:37:07,2018-06-11 18:32:31,https://brewerydb-images.s3.amazonaws.com/beer/V7MXvY/upload_fh75YQ-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/V7MXvY/upload_fh75YQ-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/V7MXvY/upload_fh75YQ-large.png,https://brewerydb-images.s3.amazonaws.com/beer/V7MXvY/upload_fh75YQ-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/V7MXvY/upload_fh75YQ-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/V7MXvY/upload_fh75YQ-contentAwareLarge.png,43,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kEKD0S,Stone Farking Wheaton w00tstout,Stone Farking Wheaton w00tstout (2017),13,65,43,N,verified,Verified,2017-08-02 13:20:14,2017-08-30 19:25:46,https://brewerydb-images.s3.amazonaws.com/beer/kEKD0S/upload_WIZoLH-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/kEKD0S/upload_WIZoLH-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/kEKD0S/upload_WIZoLH-large.png,https://brewerydb-images.s3.amazonaws.com/beer/kEKD0S/upload_WIZoLH-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/kEKD0S/upload_WIZoLH-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/kEKD0S/upload_WIZoLH-contentAwareLarge.png,43,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,2.0,2.0,Limited,Limited availability.,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84aUEr,Stone Farking Wheaton w00tstout (2019),Stone Farking Wheaton w00tstout (2019),11.5,45,43,N,verified,Verified,2019-09-16 13:43:01,2019-09-16 13:43:01,,,,,,,43,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hAjbk7,Stone Farking Wheaton w00tstout 2.0,Stone Farking Wheaton w00tstout 2.0,13,,135,N,verified,Verified,2014-05-27 16:12:46,2020-02-19 01:03:15,https://brewerydb-images.s3.amazonaws.com/beer/hAjbk7/upload_yutVyl-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/hAjbk7/upload_yutVyl-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/hAjbk7/upload_yutVyl-large.png,https://brewerydb-images.s3.amazonaws.com/beer/hAjbk7/upload_yutVyl-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/hAjbk7/upload_yutVyl-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/hAjbk7/upload_yutVyl-contentAwareLarge.png,135,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Strong Beer,BBL Aged Strong,"Any strong classic style or unique, experimental style of beer can be wood or barrel-aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and unique wood character but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Primary character of the beer style may or may not be apparent. Sour wood-aged beer of any color is outlined in other categories. Beers in this style may or may not have Brettanomyces character. The brewer must explain the special nature of the beer to allow for accurate judging. Comments could include: type of wood used (new or old, oak or other wood type), type of barrel used (new, port/ whiskey/ wine/ sherry/ other), base beer style or achieved character. Beer entries not accompanied by this information will be at a disadvantage during judging.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:50,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n0pM1N,Stone Farking Wheaton w00tstout 3.0,Stone Farking Wheaton w00tstout 3.0,13.5,45,43,N,verified,Verified,2015-07-10 13:44:25,2018-06-11 18:31:14,https://brewerydb-images.s3.amazonaws.com/beer/n0pM1N/upload_hKnfwC-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/n0pM1N/upload_hKnfwC-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/n0pM1N/upload_hKnfwC-large.png,https://brewerydb-images.s3.amazonaws.com/beer/n0pM1N/upload_hKnfwC-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/n0pM1N/upload_hKnfwC-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/n0pM1N/upload_hKnfwC-contentAwareLarge.png,43,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z0JpOu,Stone Fifteenth Anniversary Escondidian Imperial Black IPA,Stone Fifteenth Anniversary Escondidian Imperial Black IPA (2011),10.5,100,41,N,verified,Verified,2012-01-03 02:44:18,2018-06-12 16:52:18,https://brewerydb-images.s3.amazonaws.com/beer/Z0JpOu/upload_xIZQLM-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Z0JpOu/upload_xIZQLM-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Z0JpOu/upload_xIZQLM-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Z0JpOu/upload_xIZQLM-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Z0JpOu/upload_xIZQLM-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Z0JpOu/upload_xIZQLM-contentAwareLarge.png,41,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Black Ale,Black Ale,"American-style Black Ales are very dark to black and perceived to have medium high to high hop bitterness, flavor and aroma with medium-high alcohol content, balanced with a medium body. Fruity, floral and herbal character from hops of all origins may contribute character. The style is further characterized by a balanced and moderate degree of caramel malt and dark roasted malt flavor and aroma. High astringency and high degree of burnt roast malt character should be absent.",50,70,6,7.5,35,35,1.056,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:28:36,2.0,2.0,Limited,Limited availability.,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDm1i3,Stone Got Mad Hops IPA,Stone Got Mad Hops IPA,7.7,80,30,N,verified,Verified,2019-03-11 20:31:43,2019-03-11 20:31:43,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wdrPVo,Stone Hoppy Lager,Stone Hoppy Lager,5.8,,93,N,verified,Verified,2019-03-03 13:57:03,2019-03-03 13:57:03,,,,,,,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAM6wX,Stone IPA,Stone IPA,6.9,77,30,N,verified,Verified,2012-01-03 02:44:18,2018-06-11 18:58:51,https://brewerydb-images.s3.amazonaws.com/beer/PAM6wX/upload_dl9pJu-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/PAM6wX/upload_dl9pJu-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/PAM6wX/upload_dl9pJu-large.png,https://brewerydb-images.s3.amazonaws.com/beer/PAM6wX/upload_dl9pJu-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/PAM6wX/upload_dl9pJu-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/PAM6wX/upload_dl9pJu-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,1.0,1.0,Year Round,Available year round as a staple beer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gCLPeg,Stone IPA w/ Blonde Roast Coffee,Stone IPA w/ Blonde Roast Coffee,6.9,,30,N,verified,Verified,2016-02-18 03:11:58,2016-03-01 17:16:27,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OaZYgf,Stone Levitation Ale,Stone Levitation Ale,4.4,45,32,N,verified,Verified,2012-01-03 02:44:18,2015-12-15 21:37:12,https://brewerydb-images.s3.amazonaws.com/beer/OaZYgf/upload_NDqv1c-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/OaZYgf/upload_NDqv1c-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/OaZYgf/upload_NDqv1c-large.png,https://brewerydb-images.s3.amazonaws.com/beer/OaZYgf/upload_NDqv1c-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/OaZYgf/upload_NDqv1c-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/OaZYgf/upload_NDqv1c-contentAwareLarge.png,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YdmRMm,Stone Liberty Station POMMA Said Knock You Out,Stone Liberty Station POMMA Said Knock You Out,7.5,,30,N,verified,Verified,2019-06-24 13:26:23,2019-06-24 13:26:23,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EhsEUd,Stone Loral & Dr. Rudi's Inevitable Adventure,Stone Loral & Dr. Rudi's Inevitable Adventure,8.9,84,31,N,verified,Verified,2018-02-06 14:36:27,2018-02-06 14:38:05,https://brewerydb-images.s3.amazonaws.com/beer/EhsEUd/upload_v4KWxv-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/EhsEUd/upload_v4KWxv-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/EhsEUd/upload_v4KWxv-large.png,https://brewerydb-images.s3.amazonaws.com/beer/EhsEUd/upload_v4KWxv-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/EhsEUd/upload_v4KWxv-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/EhsEUd/upload_v4KWxv-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ak9erP,Stone Maui Aloha! Berlin,Stone Maui Aloha! Berlin,9.1,,158,Y,verified,Verified,2018-07-16 18:53:29,2018-11-02 02:13:07,https://brewerydb-images.s3.amazonaws.com/beer/Ak9erP/upload_RWq5eT-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Ak9erP/upload_RWq5eT-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Ak9erP/upload_RWq5eT-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Ak9erP/upload_RWq5eT-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Ak9erP/upload_RWq5eT-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Ak9erP/upload_RWq5eT-contentAwareLarge.png,158,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Porter,American Imperial Porter,"American-style imperial porters are black in color. No roast barley or strong burnt/astringent black malt character should be perceived. Medium malt, caramel and cocoa-like sweetness. Hop bitterness is perceived at a medium-low to medium level. Hop flavor and aroma may vary from being low to medium-high. This is a full bodied beer. Ale-like fruity esters should be evident but not overpowering and compliment hop character and malt derived sweetness. Diacetyl (butterscotch) levels should be absent.",35,50,5.5,9.5,40,40,1.08,1.02,1.03,2013-08-10 12:42:51,2015-04-07 15:49:32,3.0,3.0,Not Available,Beer is not currently available.,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3gH9j5,Stone Mixtape,Stone Mixtape,8.6,,125,N,verified,Verified,2012-03-07 17:29:23,2015-12-16 16:10:03,https://brewerydb-images.s3.amazonaws.com/beer/3gH9j5/upload_6x0Ob9-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/3gH9j5/upload_6x0Ob9-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/3gH9j5/upload_6x0Ob9-large.png,https://brewerydb-images.s3.amazonaws.com/beer/3gH9j5/upload_6x0Ob9-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/3gH9j5/upload_6x0Ob9-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/3gH9j5/upload_6x0Ob9-contentAwareLarge.png,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
