id,name,nameDisplay,abv,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,ibu,availableId,available.id,available.name,available.description,year,style.ogMax
sAQpBR,Hoptimum,Hoptimum (2018),9.6,31,N,verified,Verified,2018-09-03 17:44:52,2018-09-03 17:46:10,https://brewerydb-images.s3.amazonaws.com/beer/sAQpBR/upload_rkHIZ7-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/sAQpBR/upload_rkHIZ7-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/sAQpBR/upload_rkHIZ7-large.png,https://brewerydb-images.s3.amazonaws.com/beer/sAQpBR/upload_rkHIZ7-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/sAQpBR/upload_rkHIZ7-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/sAQpBR/upload_rkHIZ7-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,68,,,,,2018.0,
nOFAoT,Hoptinite,Hoptinite,8,30,N,verified,Verified,2012-11-19 18:42:57,2015-12-16 22:03:28,https://brewerydb-images.s3.amazonaws.com/beer/nOFAoT/upload_P3E73s-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/nOFAoT/upload_P3E73s-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/nOFAoT/upload_P3E73s-large.png,https://brewerydb-images.s3.amazonaws.com/beer/nOFAoT/upload_P3E73s-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/nOFAoT/upload_P3E73s-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/nOFAoT/upload_P3E73s-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,
dbN8in,Imperial Pilsner - Beer Camp #43,Imperial Pilsner - Beer Camp #43,5.6,98,N,verified,Verified,2012-11-02 20:41:19,2015-12-16 19:22:28,https://brewerydb-images.s3.amazonaws.com/beer/dbN8in/upload_OAp0Xl-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/dbN8in/upload_OAp0Xl-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/dbN8in/upload_OAp0Xl-large.png,https://brewerydb-images.s3.amazonaws.com/beer/dbN8in/upload_OAp0Xl-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/dbN8in/upload_OAp0Xl-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/dbN8in/upload_OAp0Xl-contentAwareLarge.png,98,8,8,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25,40,5,6,3,6,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,,2.0,2.0,Limited,Limited availability.,,
meCiGU,Imperial Red Ale - Beer Camp #65,Imperial Red Ale - Beer Camp #65,8.1,33,N,verified,Verified,2012-11-02 20:36:26,2015-12-16 20:14:42,https://brewerydb-images.s3.amazonaws.com/beer/meCiGU/upload_jvF7gG-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/meCiGU/upload_jvF7gG-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/meCiGU/upload_jvF7gG-large.png,https://brewerydb-images.s3.amazonaws.com/beer/meCiGU/upload_jvF7gG-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/meCiGU/upload_jvF7gG-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/meCiGU/upload_jvF7gG-contentAwareLarge.png,33,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,"Imperial Red Ales are deep amber to dark copper/reddish brown. A small amount of chill haze is allowable at cold temperatures. Fruity-ester aroma is medium. Hop aroma is intense, arising from any variety of hops. Medium to high caramel malt character is present. Hop flavor is intense, and balanced with other beer characters. They may use any variety of hops. Hop bitterness is intense. Alcohol content is very high and of notable character. Complex alcohol flavors may be evident. Fruity-ester flavors are medium. Diacetyl should not be perceived. Body is full.",55,85,7.9,10.5,10,15,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,,2.0,2.0,Limited,Limited availability.,,
qpfWYm,India Farmhouse Ale,India Farmhouse Ale,7.4,72,N,verified,Verified,2018-02-12 20:06:23,2018-02-12 20:08:04,https://brewerydb-images.s3.amazonaws.com/beer/qpfWYm/upload_23m1ld-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/qpfWYm/upload_23m1ld-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/qpfWYm/upload_23m1ld-large.png,https://brewerydb-images.s3.amazonaws.com/beer/qpfWYm/upload_23m1ld-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/qpfWYm/upload_23m1ld-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/qpfWYm/upload_23m1ld-contentAwareLarge.png,72,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,"Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.",20,40,4.5,8.5,4,14,1.055,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:34:55,,,,,,,
gVynTw,India Pale Ale,India Pale Ale,6.8,25,N,verified,Verified,2012-01-03 02:43:28,2014-01-19 11:12:45,,,,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,
xw3Nti,Karaoke Fail,Karaoke Fail,6.7,25,N,verified,Verified,2016-09-20 12:20:48,2016-09-20 12:20:48,,,,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,37,,,,,,
JVv3qI,Kellerweis,Kellerweis,4.8,48,N,verified,Verified,2012-01-03 02:43:33,2015-12-16 05:23:24,https://brewerydb-images.s3.amazonaws.com/beer/JVv3qI/upload_wqa88o-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/JVv3qI/upload_wqa88o-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/JVv3qI/upload_wqa88o-large.png,https://brewerydb-images.s3.amazonaws.com/beer/JVv3qI/upload_wqa88o-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/JVv3qI/upload_wqa88o-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/JVv3qI/upload_wqa88o-contentAwareLarge.png,48,4,4,German Origin Ales,2012-03-21 20:06:46,South German-Style Hefeweizen / Hefeweissbier,Hefeweizen,"The aroma and flavor of a Weissbier with yeast is decidedly fruity and phenolic. The phenolic characteristics are often described as clove-, nutmeg-like, mildly smoke-like or even vanilla-like. Banana-like esters should be present at low to medium-high levels. These beers are made with at least 50 percent malted wheat, and hop rates are quite low. Hop flavor and aroma are absent or present at very low levels. Weissbier is well attenuated and very highly carbonated and a medium to full bodied beer. The color is very pale to pale amber. Because yeast is present, the beer will have yeast flavor and a characteristically fuller mouthfeel and may be appropriately very cloudy. No diacetyl should be perceived.",10,15,4.9,5.5,3,9,1.047,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:29:27,15,1.0,1.0,Year Round,Available year round as a staple beer.,,
FNByFy,Knightro,Knightro,4.6,23,N,verified,Verified,2015-03-11 00:44:35,2015-12-17 23:51:07,https://brewerydb-images.s3.amazonaws.com/beer/FNByFy/upload_bZXdM7-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/FNByFy/upload_bZXdM7-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/FNByFy/upload_bZXdM7-large.png,https://brewerydb-images.s3.amazonaws.com/beer/FNByFy/upload_bZXdM7-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/FNByFy/upload_bZXdM7-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/FNByFy/upload_bZXdM7-contentAwareLarge.png,23,2,2,Irish Origin Ales,2012-03-21 20:06:45,Classic Irish-Style Dry Stout,Dry Irish Stout,"Dry stouts have an initial malt and light caramel flavor profile with a distinctive dry-roasted bitterness in the finish. Dry stouts achieve a dry-roasted character through the use of roasted barley. The emphasis of coffee-like roasted barley and a moderate degree of roasted malt aromas define much of the character. Some slight acidity may be perceived but is not necessary. European hop aroma and flavor should be low or not perceived. Dry stouts have medium-light to medium body. Fruity esters are minimal and overshadowed by malt, high hop bitterness, and roasted barley character. Diacetyl (butterscotch) should be very low or not perceived. Head retention and rich character should be part of its visual character.",30,40,3.8,5,40,40,1.038,1.008,1.012,2012-03-21 20:06:45,2015-04-07 15:23:51,,,,,,,
vuZYco,Kolsch,Kolsch,5,45,N,verified,Verified,2017-01-12 17:52:24,2018-06-04 19:09:04,https://brewerydb-images.s3.amazonaws.com/beer/vuZYco/upload_fKlHzu-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/vuZYco/upload_fKlHzu-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/vuZYco/upload_fKlHzu-large.png,https://brewerydb-images.s3.amazonaws.com/beer/vuZYco/upload_fKlHzu-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/vuZYco/upload_fKlHzu-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/vuZYco/upload_fKlHzu-contentAwareLarge.png,45,4,4,German Origin Ales,2012-03-21 20:06:46,German-Style Kölsch / Köln-Style Kölsch,Kölsch,"Kölsch is warm fermented and aged at cold temperatures (German ale or alt-style beer). Kölsch is characterized by a golden to straw color and a slightly dry, subtly sweet softness on the palate, yet crisp. Good, dense head retention is desirable. Light pearapple-Riesling wine-like fruitiness may be apparent, but is not necessary for this style. Caramel character should not be evident. The body is light to medium-light. This beer has low hop flavor and aroma with medium bitterness. Wheat can be used in brewing this beer. Ale yeast is used for fermentation, though lager yeast is sometimes used in the bottle or final cold conditioning process. Fruity esters should be minimally perceived, if at all. Chill haze should be absent.",18,25,4.8,5.3,4,6,1.042,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:29:04,34,,,,,,
7x2tzn,Kölsch TEST DUMMIES,Kölsch TEST DUMMIES,6.4,119,N,verified,Verified,2014-04-17 11:32:22,2015-12-17 11:08:09,https://brewerydb-images.s3.amazonaws.com/beer/7x2tzn/upload_Flj5ma-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/7x2tzn/upload_Flj5ma-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/7x2tzn/upload_Flj5ma-large.png,https://brewerydb-images.s3.amazonaws.com/beer/7x2tzn/upload_Flj5ma-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/7x2tzn/upload_Flj5ma-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/7x2tzn/upload_Flj5ma-contentAwareLarge.png,119,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Fruit Beer,Fruit Beer,"Fruit beers are any beers using fruit or fruit extracts as an adjunct in either, the mash, kettle, primary or secondary fermentation providing obvious (ranging from subtle to intense), yet harmonious, fruit qualities. Fruit qualities should not be overpowered by hop character. If a fruit (such as juniper berry) has an herbal or spice quality, it is more appropriate to consider it in the herb and spice beers category. Acidic bacterial (not wild yeast) fermentation characters may be evident (but not necessary) they would contribute to acidity and enhance fruity balance. Clear or hazy beer is acceptable in appearance. A statement by the brewer explaining what fruits are used is essential in order for fair assessment in competitions. If this beer is a classic style with fruit, the brewer should also specify the classic style.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:21,,,,,,,
xoUVy2,Life and Limb,Life and Limb,10.2,125,N,verified,Verified,2012-01-03 02:43:36,2018-11-02 16:20:37,https://brewerydb-images.s3.amazonaws.com/beer/xoUVy2/upload_6k8Ci1-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/xoUVy2/upload_6k8Ci1-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/xoUVy2/upload_6k8Ci1-large.png,https://brewerydb-images.s3.amazonaws.com/beer/xoUVy2/upload_6k8Ci1-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/xoUVy2/upload_6k8Ci1-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/xoUVy2/upload_6k8Ci1-contentAwareLarge.png,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,2.0,2.0,Limited,Limited availability.,,
epip51,Long Steam IPA,Long Steam IPA,5.8,30,N,verified,Verified,2012-01-03 02:43:38,2015-12-16 11:47:51,https://brewerydb-images.s3.amazonaws.com/beer/epip51/upload_RUiBX6-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/epip51/upload_RUiBX6-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/epip51/upload_RUiBX6-large.png,https://brewerydb-images.s3.amazonaws.com/beer/epip51/upload_RUiBX6-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/epip51/upload_RUiBX6-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/epip51/upload_RUiBX6-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,
C94dnF,Mach 25 Intergalactic Planetary Ale,Mach 25 Intergalactic Planetary Ale,5,125,N,verified,Verified,2013-04-11 15:56:10,2018-11-06 20:36:53,https://brewerydb-images.s3.amazonaws.com/beer/C94dnF/upload_3Nfik2-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/C94dnF/upload_3Nfik2-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/C94dnF/upload_3Nfik2-large.png,https://brewerydb-images.s3.amazonaws.com/beer/C94dnF/upload_3Nfik2-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/C94dnF/upload_3Nfik2-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/C94dnF/upload_3Nfik2-contentAwareLarge.png,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,2.0,2.0,Limited,Limited availability.,,
CEVOre,Mai-nd-Bockling,Mai-nd-Bockling,6,89,N,verified,Verified,2016-10-26 11:52:01,2016-11-01 15:02:31,,,,,,,89,7,7,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,"The German word helle means light colored, and as such, a heller Bock is light straw to deep golden in color. Maibocks are also light-colored bocks. The sweet malty character should come through in the aroma and flavor. A lightly toasted and/or bready malt character is often evident. Roast or heavy toast/caramel malt character should be absent. Body is medium to full. Hop bitterness should be low, while noble-type hop aroma and flavor may be at low to medium levels. Bitterness increases with gravity. Fruity esters may be perceived at low levels. Diacetyl should be absent. Chill haze should not be perceived.",20,38,6,8,4,10,1.066,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,30,,,,,,
n8itvA,Maillard's Odyssey,Maillard's Odyssey,8.5,33,N,verified,Verified,2014-08-25 21:02:49,2015-12-17 16:14:20,https://brewerydb-images.s3.amazonaws.com/beer/n8itvA/upload_MymOSA-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/n8itvA/upload_MymOSA-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/n8itvA/upload_MymOSA-large.png,https://brewerydb-images.s3.amazonaws.com/beer/n8itvA/upload_MymOSA-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/n8itvA/upload_MymOSA-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/n8itvA/upload_MymOSA-contentAwareLarge.png,33,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,"Imperial Red Ales are deep amber to dark copper/reddish brown. A small amount of chill haze is allowable at cold temperatures. Fruity-ester aroma is medium. Hop aroma is intense, arising from any variety of hops. Medium to high caramel malt character is present. Hop flavor is intense, and balanced with other beer characters. They may use any variety of hops. Hop bitterness is intense. Alcohol content is very high and of notable character. Complex alcohol flavors may be evident. Fruity-ester flavors are medium. Diacetyl should not be perceived. Body is full.",55,85,7.9,10.5,10,15,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,40,,,,,,
whHlqc,Maillard's Odyssey - Beer Camp Across America,Maillard's Odyssey - Beer Camp Across America (2014),8.5,27,N,verified,Verified,2014-05-06 16:01:03,2020-02-19 00:47:30,https://brewerydb-images.s3.amazonaws.com/beer/whHlqc/upload_yzfSVA-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/whHlqc/upload_yzfSVA-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/whHlqc/upload_yzfSVA-large.png,https://brewerydb-images.s3.amazonaws.com/beer/whHlqc/upload_yzfSVA-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/whHlqc/upload_yzfSVA-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/whHlqc/upload_yzfSVA-contentAwareLarge.png,27,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Belgo-Style Ale,American/Belgian Ale,"American-Belgo-Style Ales are
either 1) non-Belgian beer types portraying the
unique characters imparted by yeasts typically used
in big, fruity Belgian-style ales, or 2) defined Belgianstyle beers displaying the hallmark attributes typical
of American variety hops. These beers are unique
unto themselves.",,,,,5,,,,,2012-03-21 20:06:45,2020-02-19 00:48:40,40,2.0,2.0,Limited,Limited availability.,2014.0,
iNpc02,Maple Scotch-Style Ale,Maple Scotch-Style Ale,7.3,15,N,verified,Verified,2016-11-10 20:56:28,2016-11-10 20:56:28,,,,,,,15,1,1,British Origin Ales,2012-03-21 20:06:45,Scotch Ale,Scotch Ale,"Scotch ales are overwhelmingly malty and full-bodied. Perception of hop bitterness is very low. Hop flavor and aroma are very low or nonexistent. Color ranges from deep copper to brown. The clean alcohol flavor balances the rich and dominant sweet maltiness in flavor and aroma. A caramel character is often a part of the profile. Dark roasted malt flavors and aroma may be evident at low levels. If present, fruity esters are generally at low aromatic and flavor levels. Low diacetyl levels are acceptable. Chill haze is allowable at cold temperatures. Though there is little evidence suggesting that traditionally made strong Scotch ales exhibited peat smoke character, the current marketplace offers many Scotch Ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low levels (ales with medium or higher smoke character would be considered a smoke flavored beer and considered in another category). Scotch Ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",25,35,6.2,8,15,30,1.072,1.016,1.028,2012-03-21 20:06:45,2015-04-07 15:21:11,43,,,,,,
vpoGSw,Moxee-Moron,Moxee-Moron,7.5,31,N,verified,Verified,2016-05-22 14:22:33,2016-05-22 14:22:33,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,70,,,,,,
S9QxGf,Myron's Walk - Beer Camp Across America,Myron's Walk - Beer Camp Across America (2014),5.3,62,N,verified,Verified,2014-06-10 12:25:29,2018-06-12 19:26:31,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-large.png,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-contentAwareLarge.png,62,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,"Belgian-style pale ales are characterized by low but noticeable hop bitterness, flavor, and aroma. Light to medium body and low malt aroma are typical. They are light amber to deep amber in color. Noble-type hops are commonly used. Low to medium fruity esters are evident in aroma and flavor. Low levels of phenolic spiciness from yeast byproducts may be perceived. Low caramel or toasted malt flavor is okay. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",20,30,4,6,6,12,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:06,38,2.0,2.0,Limited,Limited availability.,2014.0,
