id,name,nameDisplay,abv,styleId,isRetired,status,statusDisplay,createDate,updateDate,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,availableId,available.id,available.name,available.description,ibu,style.category.description,style.category.updateDate,style.ogMax
GVNZZQ,Green Valley Wild Hop Lager,Green Valley Wild Hop Lager,5,97,N,verified,Verified,2012-01-03 02:43:18,2015-12-15 21:13:46,97,8,8,North American Lager,2012-03-21 20:06:46,American-Style Premium Lager,American Premium Lager,"This style has low malt (and adjunct) sweetness, is medium bodied, and should contain no or a low percentage (less than 25%) of adjuncts. Color may be light straw to golden. Alcohol content and bitterness may also be greater. Hop aroma and flavor is low or negligible. Light fruity esters are acceptable. Chill haze and diacetyl should be absent. Note: Some beers marketed as ""premium"" (based on price) may not fit this definition.",6,15,4.3,5,2,6,1.044,1.01,1.014,2012-03-21 20:06:46,2015-04-07 15:40:04,https://brewerydb-images.s3.amazonaws.com/beer/GVNZZQ/upload_bvBPR5-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/GVNZZQ/upload_bvBPR5-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/GVNZZQ/upload_bvBPR5-large.png,https://brewerydb-images.s3.amazonaws.com/beer/GVNZZQ/upload_bvBPR5-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/GVNZZQ/upload_bvBPR5-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/GVNZZQ/upload_bvBPR5-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
NRRfYP,Harbin Lager,Harbin Lager,5.5,77,N,verified,Verified,2014-08-28 18:14:04,2015-12-17 16:22:11,77,7,7,European-germanic Lager,2012-03-21 20:06:46,German-Style Leichtbier,Leichtbier,"These beers are very light in body and color. Malt sweetness is perceived at low to medium levels, while hop bitterness character is perceived at medium levels. Hop flavor and aroma may be low to medium. These beers should be clean with no perceived fruity esters or diacetyl. Very low levels of sulfur related compounds acceptable. Chill haze is not acceptable.",16,24,2.5,3.6,2,4,1.026,1.006,1.01,2012-03-21 20:06:46,2015-04-07 17:14:37,https://brewerydb-images.s3.amazonaws.com/beer/NRRfYP/upload_TlKIQ3-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/NRRfYP/upload_TlKIQ3-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/NRRfYP/upload_TlKIQ3-large.png,https://brewerydb-images.s3.amazonaws.com/beer/NRRfYP/upload_TlKIQ3-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/NRRfYP/upload_TlKIQ3-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/NRRfYP/upload_TlKIQ3-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
Da2apu,Hurricane,Hurricane,5.9,100,N,verified,Verified,2014-08-28 15:34:35,2014-08-28 15:34:35,100,8,8,North American Lager,2012-03-21 20:06:46,American-Style Malt Liquor,Malt Liquor,"High in starting gravity and alcoholic strength, this style is somewhat diverse. Some American malt liquors are just slightly stronger than American lagers, while others approach bock strength. Some residual sweetness is perceived. Hop rates are very low, contributing little bitterness and virtually no hop aroma or flavor. Perception of sweet-fruity esters and complex alcohols (though not solvent-like) are acceptable at low levels. Chill haze and diacetyl should not be perceived.",12,23,6.25,7.5,2,5,1.05,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:41:16,,,,,,,,,,,,,,
ptlOzL,Hurricane High Gravity,Hurricane High Gravity,8,100,N,verified,Verified,2014-08-28 15:36:08,2015-12-17 15:37:47,100,8,8,North American Lager,2012-03-21 20:06:46,American-Style Malt Liquor,Malt Liquor,"High in starting gravity and alcoholic strength, this style is somewhat diverse. Some American malt liquors are just slightly stronger than American lagers, while others approach bock strength. Some residual sweetness is perceived. Hop rates are very low, contributing little bitterness and virtually no hop aroma or flavor. Perception of sweet-fruity esters and complex alcohols (though not solvent-like) are acceptable at low levels. Chill haze and diacetyl should not be perceived.",12,23,6.25,7.5,2,5,1.05,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:41:16,https://brewerydb-images.s3.amazonaws.com/beer/ptlOzL/upload_hqwOqj-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/ptlOzL/upload_hqwOqj-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/ptlOzL/upload_hqwOqj-large.png,https://brewerydb-images.s3.amazonaws.com/beer/ptlOzL/upload_hqwOqj-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/ptlOzL/upload_hqwOqj-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/ptlOzL/upload_hqwOqj-contentAwareLarge.png,,,,,,,,
mrLL4r,Jack's Pumpkin Spice Ale,Jack's Pumpkin Spice Ale,5.5,124,N,verified,Verified,2012-01-03 02:43:31,2012-03-22 13:05:04,124,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Herb and Spice Beer,Spice Beer,"Herb beers use herbs or spices (derived from roots, seeds, fruits, vegetable, flowers, etc.) other than or in addition to hops to create a distinct (ranging from subtle to intense) character, though individual characters of herbs and/or spices used may not always be identifiable. Under hopping often, but not always, allows the spice or herb to contribute to the flavor profile. Positive evaluations are significantly based on perceived balance of flavors. Note: Chili-flavored beers that emphasize heat rather than chili flavor should be entered as a ""spiced"" beer.  A statement by the brewer explaining what herbs or spices are used is essential in order for fair assessment in competitions. Specifying a style upon which the beer is based may help evaluation. If this beer is a classic style with an herb or spice, the brewer should specify the classic style. If no Chocolate or Coffee category exists in a competition, then chocolate and coffee beers should be entered in this category.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:45,,,,,,,,,,,,,,
J0OjIy,Johnny Appleseed,Johnny Appleseed,5.5,149,N,verified,Verified,2014-07-22 01:34:16,2015-12-17 15:42:51,149,12,12,"Mead, Cider, & Perry",2012-03-21 20:06:46,Common Cider,Common Cider,"Variable, but should be a medium, refreshing drink. Sweet ciders must not be cloying. Dry ciders must not be too austere. An ideal cider serves well as a “session” drink, and suitably accompanies a wide variety of food.",,,5,8,,,1.045,1,1.02,2012-03-21 20:06:46,2015-04-07 15:48:44,https://brewerydb-images.s3.amazonaws.com/beer/J0OjIy/upload_3yT110-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/J0OjIy/upload_3yT110-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/J0OjIy/upload_3yT110-large.png,https://brewerydb-images.s3.amazonaws.com/beer/J0OjIy/upload_3yT110-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/J0OjIy/upload_3yT110-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/J0OjIy/upload_3yT110-contentAwareLarge.png,,,,,,,,1.065
SDUD8m,King Cobra,King Cobra,6,100,N,verified,Verified,2014-08-28 15:39:46,2015-01-08 18:05:04,100,8,8,North American Lager,2012-03-21 20:06:46,American-Style Malt Liquor,Malt Liquor,"High in starting gravity and alcoholic strength, this style is somewhat diverse. Some American malt liquors are just slightly stronger than American lagers, while others approach bock strength. Some residual sweetness is perceived. Hop rates are very low, contributing little bitterness and virtually no hop aroma or flavor. Perception of sweet-fruity esters and complex alcohols (though not solvent-like) are acceptable at low levels. Chill haze and diacetyl should not be perceived.",12,23,6.25,7.5,2,5,1.05,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:41:16,,,,,,,,,,,,,,
36DmYw,Lime-a-Rita,Lime-a-Rita,8,161,N,verified,Verified,2015-01-14 13:19:21,2015-12-17 20:14:22,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/36DmYw/upload_uppdTs-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/36DmYw/upload_uppdTs-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/36DmYw/upload_uppdTs-large.png,https://brewerydb-images.s3.amazonaws.com/beer/36DmYw/upload_uppdTs-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/36DmYw/upload_uppdTs-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/36DmYw/upload_uppdTs-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
ZYOCUN,Mixxtail Firewalker,Mixxtail Firewalker,8,161,N,verified,Verified,2015-02-27 16:04:34,2015-12-17 21:44:56,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/ZYOCUN/upload_bf5pAi-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/ZYOCUN/upload_bf5pAi-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/ZYOCUN/upload_bf5pAi-large.png,https://brewerydb-images.s3.amazonaws.com/beer/ZYOCUN/upload_bf5pAi-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/ZYOCUN/upload_bf5pAi-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/ZYOCUN/upload_bf5pAi-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
Bs70do,Mixxtail Long Island Iced Tea,Mixxtail Long Island Iced Tea,8,161,N,verified,Verified,2015-02-27 16:05:33,2015-12-17 23:18:32,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/Bs70do/upload_pp5V2e-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Bs70do/upload_pp5V2e-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Bs70do/upload_pp5V2e-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Bs70do/upload_pp5V2e-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Bs70do/upload_pp5V2e-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Bs70do/upload_pp5V2e-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
Xzoo8o,Natty Daddy,Natty Daddy,8,94,N,verified,Verified,2012-01-03 02:43:45,2015-12-16 11:00:36,94,8,8,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,"These beers are extremely light colored, light in body, and high in carbonation. Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. Flavor is mild and hop bitterness and aroma is negligible to very low. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,10,3.5,4.4,2,4,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
lFrwWQ,Natural Ice,Natural Ice,5.9,94,N,verified,Verified,2012-01-03 02:43:45,2017-01-04 05:06:55,94,8,8,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,"These beers are extremely light colored, light in body, and high in carbonation. Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. Flavor is mild and hop bitterness and aroma is negligible to very low. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,10,3.5,4.4,2,4,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-large.png,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-contentAwareLarge.png,,,,,,,,
NZakfr,Natural Light,Natural Light,4.2,94,N,verified,Verified,2012-01-03 02:43:45,2015-12-16 03:11:50,94,8,8,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,"These beers are extremely light colored, light in body, and high in carbonation. Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. Flavor is mild and hop bitterness and aroma is negligible to very low. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,10,3.5,4.4,2,4,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-large.png,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-contentAwareLarge.png,,,,,,,,
3N4zHJ,Natural Light Aloha Beaches,Natural Light Aloha Beaches,6,119,N,verified,Verified,2019-08-27 17:13:59,2019-08-27 17:14:32,119,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Fruit Beer,Fruit Beer,"Fruit beers are any beers using fruit or fruit extracts as an adjunct in either, the mash, kettle, primary or secondary fermentation providing obvious (ranging from subtle to intense), yet harmonious, fruit qualities. Fruit qualities should not be overpowered by hop character. If a fruit (such as juniper berry) has an herbal or spice quality, it is more appropriate to consider it in the herb and spice beers category. Acidic bacterial (not wild yeast) fermentation characters may be evident (but not necessary) they would contribute to acidity and enhance fruity balance. Clear or hazy beer is acceptable in appearance. A statement by the brewer explaining what fruits are used is essential in order for fair assessment in competitions. If this beer is a classic style with fruit, the brewer should also specify the classic style.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:21,https://brewerydb-images.s3.amazonaws.com/beer/3N4zHJ/upload_HRMPzj-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/3N4zHJ/upload_HRMPzj-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/3N4zHJ/upload_HRMPzj-large.png,https://brewerydb-images.s3.amazonaws.com/beer/3N4zHJ/upload_HRMPzj-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/3N4zHJ/upload_HRMPzj-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/3N4zHJ/upload_HRMPzj-contentAwareLarge.png,,,,,,,,
R3MB7s,Natural Light Catalina Lime Mixer,Natural Light Catalina Lime Mixer,6,119,N,verified,Verified,2019-08-27 17:05:07,2019-08-27 17:06:25,119,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Fruit Beer,Fruit Beer,"Fruit beers are any beers using fruit or fruit extracts as an adjunct in either, the mash, kettle, primary or secondary fermentation providing obvious (ranging from subtle to intense), yet harmonious, fruit qualities. Fruit qualities should not be overpowered by hop character. If a fruit (such as juniper berry) has an herbal or spice quality, it is more appropriate to consider it in the herb and spice beers category. Acidic bacterial (not wild yeast) fermentation characters may be evident (but not necessary) they would contribute to acidity and enhance fruity balance. Clear or hazy beer is acceptable in appearance. A statement by the brewer explaining what fruits are used is essential in order for fair assessment in competitions. If this beer is a classic style with fruit, the brewer should also specify the classic style.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:21,https://brewerydb-images.s3.amazonaws.com/beer/R3MB7s/upload_ZsQWlT-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/R3MB7s/upload_ZsQWlT-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/R3MB7s/upload_ZsQWlT-large.png,https://brewerydb-images.s3.amazonaws.com/beer/R3MB7s/upload_ZsQWlT-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/R3MB7s/upload_ZsQWlT-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/R3MB7s/upload_ZsQWlT-contentAwareLarge.png,,,,,,,,
wNrLrn,Natural Light House Rules,Natural Light House Rules,6,125,N,verified,Verified,2020-02-24 15:17:24,2020-02-24 15:17:24,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,,,,,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
FMAXgi,Natural Light Naturdays,Natural Light Naturdays,4.2,94,N,verified,Verified,2019-03-12 15:02:19,2019-03-12 15:02:58,94,8,8,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,"These beers are extremely light colored, light in body, and high in carbonation. Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. Flavor is mild and hop bitterness and aroma is negligible to very low. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,10,3.5,4.4,2,4,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,https://brewerydb-images.s3.amazonaws.com/beer/FMAXgi/upload_0yyYrz-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/FMAXgi/upload_0yyYrz-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/FMAXgi/upload_0yyYrz-large.png,https://brewerydb-images.s3.amazonaws.com/beer/FMAXgi/upload_0yyYrz-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/FMAXgi/upload_0yyYrz-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/FMAXgi/upload_0yyYrz-contentAwareLarge.png,,,,,,,,
NJL9oB,Noble Helles (Batch No. 32218),Noble Helles (Batch No. 32218),5,78,N,verified,Verified,2014-02-15 12:56:32,2015-12-17 09:34:43,78,7,7,European-germanic Lager,2012-03-21 20:06:46,Münchner (Munich)-Style Helles,Helles,"This beer should be perceived as having low bitterness. It is a medium-bodied, malt-emphasized beer with malt character often balanced with low levels of yeast produced sulfur compounds (character). Certain renditions of this beer style have  a perceivable level of hop flavor (note: hop flavor does not imply hop bitterness) and character but it is essentially balanced with malt character to retain its style identity. Malt character is sometimes bread-like yet always reminiscent of freshly and very lightly toasted malted barley. There should not be any caramel character. Color is light straw to golden. Fruity esters and diacetyl should not be perceived. There should be no chill haze.",18,25,4.5,5.5,4,6,1.044,1.008,1.012,2012-03-21 20:06:46,2015-04-07 15:36:40,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-large.png,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/NJL9oB/upload_gwgYnZ-contentAwareLarge.png,2.0,2.0,Limited,Limited availability.,,,,
kzcLek,Noble Hopped Lager (Batch No. 32218),Noble Hopped Lager (Batch No. 32218),5,93,N,verified,Verified,2014-02-15 12:55:58,2015-12-17 09:08:13,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,https://brewerydb-images.s3.amazonaws.com/beer/kzcLek/upload_C1ejpz-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/kzcLek/upload_C1ejpz-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/kzcLek/upload_C1ejpz-large.png,https://brewerydb-images.s3.amazonaws.com/beer/kzcLek/upload_C1ejpz-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/kzcLek/upload_C1ejpz-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/kzcLek/upload_C1ejpz-contentAwareLarge.png,2.0,2.0,Limited,Limited availability.,,,,
n6p2aw,O'Doul's,O'Doul's,0.5,139,N,verified,Verified,2013-11-08 20:58:01,2015-12-17 07:02:02,139,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Non-Alcoholic (Beer) Malt Beverages,Non-Alcoholic,Non-alcoholic (NA) malt beverages should emulate the character of a previously listed category/subcategory designation but without the alcohol (less than 0.5 percent). Non-alcoholic (beer) malt beverages will inherently have a profile lacking the complexity and balance of flavors which can be attributed to alcohol. They should accordingly not be assessed negatively for reasons related to the absence of alcohol.,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:47:18,https://brewerydb-images.s3.amazonaws.com/beer/n6p2aw/upload_jMrZUv-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/n6p2aw/upload_jMrZUv-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/n6p2aw/upload_jMrZUv-large.png,https://brewerydb-images.s3.amazonaws.com/beer/n6p2aw/upload_jMrZUv-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/n6p2aw/upload_jMrZUv-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/n6p2aw/upload_jMrZUv-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
4QiGHK,O'Doul's Amber,O'Doul's Amber,0.5,101,N,verified,Verified,2017-08-30 15:13:47,2017-08-30 15:13:47,101,8,8,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,"American-style amber lagers are light amber to amber or copper colored. They are medium bodied. There is a noticeable degree of caramel-type malt character in flavor and often in aroma. This is a broad category in which the hop bitterness, flavor, and aroma may be accentuated or may only be present at relatively low levels, yet noticeable. Fruity esters, diacetyl, and chill haze should be absent.",18,30,4.8,5.4,6,14,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,,,,,,,,,,,,,,
oBponF,Oculto,Oculto,6,93,N,verified,Verified,2015-02-27 16:08:34,2016-04-04 19:16:49,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,https://brewerydb-images.s3.amazonaws.com/beer/oBponF/upload_ukrgt4-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/oBponF/upload_ukrgt4-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/oBponF/upload_ukrgt4-large.png,https://brewerydb-images.s3.amazonaws.com/beer/oBponF/upload_ukrgt4-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/oBponF/upload_ukrgt4-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/oBponF/upload_ukrgt4-contentAwareLarge.png,,,,,,,,
fQSwqJ,Pacific Ridge Pale Ale,Pacific Ridge Pale Ale,,25,N,verified,Verified,2012-01-03 02:43:54,2012-03-22 13:04:53,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,,,,,,,,
